description,test_accuracy,test_f1_score,test_precision,test_recall,fit_time,score_time,train_f1_weighted,train_recall_weighted,train_precision_weighted,train_accuracy,method-encoding,task
GradientBoostingClassifier,0.8671248568155785,0.8663173386848688,0.8700341583070632,0.8671248568155785,27.48939483165741,0.0172756671905517,0.8763293964767345,0.8769896902249844,0.8788781560722263,0.8769896902249844,Property_Group_1,hydrophobins
SVC,0.865979381443299,0.865498070071132,0.8680810441865786,0.865979381443299,3.691113519668579,0.4827855348587036,0.8772414695349248,0.8782169870405164,0.8811608986192523,0.8782169870405164,FFT_Group_5,hydrophobins
KNN,0.8402061855670103,0.8382202861213368,0.8478970183053666,0.8402061855670103,0.0166619539260864,0.0636749267578125,0.8376767446283985,0.8401647636941755,0.8469640081072723,0.8401647636941755,FFT_Group_5,hydrophobins
GausianNB,0.6804123711340206,0.6609743941894695,0.7064606794117646,0.6804123711340206,0.0502680778503418,0.0131572008132934,0.6738955150163136,0.6911252830370478,0.7015555794572502,0.6911252830370478,FFT_Group_5,hydrophobins
DT,0.7342497136311569,0.7339719659158399,0.7338234713155753,0.7342497136311569,5.247195100784301,0.0123141765594482,0.7208993881173331,0.7213331647155176,0.7211587754537254,0.7213331647155176,FFT_Group_5,hydrophobins
bagging,0.8052691867124857,0.8043353387580962,0.8109124272691005,0.8052691867124857,10.094859170913695,0.1360926866531372,0.7942006234280867,0.7967005106710989,0.8024306076877016,0.7967005106710989,FFT_Group_5,hydrophobins
RF,0.8367697594501718,0.8341275883983968,0.8463458573449097,0.8367697594501718,2.6083599805831907,0.0249666690826416,0.83130548841646,0.8347497229850172,0.8419829740299756,0.8347497229850172,FFT_Group_5,hydrophobins
Adaboost,0.7331042382588774,0.730820388818658,0.7394871751209863,0.7331042382588774,21.452642965316773,0.0318094730377197,0.7123266332661391,0.7151990894637954,0.7186483722248042,0.7151990894637954,FFT_Group_5,hydrophobins
GradientBoostingClassifier,0.8350515463917526,0.834064337198976,0.840274588004315,0.8350515463917526,314.28545825481416,0.0159024000167846,0.8312491798738375,0.8330304234716,0.8373181441660298,0.8330304234716,FFT_Group_5,hydrophobins
SVC,0.847651775486827,0.8458351209901985,0.8545406646980672,0.847651775486827,6.575900340080262,0.9865630149841308,0.8423734317248355,0.8450769619887268,0.8503274423448156,0.8450769619887268,Property_Group_7,hydrophobins
KNN,0.7789232531500573,0.7845487200234484,0.7970520047624984,0.7789232531500573,0.0206705808639526,0.070366358757019,0.7711131151344303,0.7613497856144915,0.7933931309035476,0.7613497856144915,Property_Group_7,hydrophobins
GausianNB,0.4163802978235968,0.260936982876122,0.7280529106294432,0.4163802978235968,0.0614668369293212,0.0150740623474121,0.2409982705271662,0.3989702269114034,0.2678184657143834,0.3989702269114034,Property_Group_7,hydrophobins
DT,0.8218785796105383,0.8215251336607894,0.8221163231155563,0.8218785796105383,0.3472866058349609,0.0128748178482055,0.8149500812117904,0.814632413161825,0.81624825740342,0.814632413161825,Property_Group_7,hydrophobins
bagging,0.8591065292096219,0.8585884248404028,0.8613003418852063,0.8591065292096219,0.8902533054351807,0.1308360815048218,0.8580391819431006,0.8588271426506721,0.8616305029315037,0.8588271426506721,Property_Group_7,hydrophobins
RF,0.8825887743413516,0.8822293132381862,0.8861727769562139,0.8825887743413516,0.5544132947921753,0.028554344177246,0.8729840980022493,0.8742918051741582,0.8789697623878331,0.8742918051741582,Property_Group_7,hydrophobins
Adaboost,0.7525773195876289,0.7509648391803687,0.758078024802699,0.7525773195876289,2.237669348716736,0.0346135854721069,0.7536282864520113,0.7544816206580913,0.7564443684915667,0.7544816206580913,Property_Group_7,hydrophobins
GradientBoostingClassifier,0.8774341351660939,0.8766098057380513,0.8800332858604835,0.8774341351660939,26.98244333267212,0.0166163921356201,0.8828920293379949,0.8836169725875609,0.8857320909445857,0.8836169725875609,Property_Group_7,hydrophobins
SVC,0.9169530355097364,0.9139239131374524,0.9185504451379854,0.9169530355097364,0.2105220794677734,0.0906672954559326,0.914247534154524,0.917751013701934,0.9188120266822544,0.917751013701934,NLP_bepler,hydrophobins
KNN,0.9026345933562429,0.9001781972927276,0.9054328205094284,0.9026345933562429,0.0043799877166748,0.4430323123931884,0.8998886794009497,0.9022821482944184,0.9037295096945436,0.9022821482944184,NLP_bepler,hydrophobins
GausianNB,0.7651775486827033,0.7670256134423614,0.7698255407301162,0.7651775486827033,0.0054761886596679,0.0079288959503173,0.774285549710717,0.7704511538867367,0.7815257129550428,0.7704511538867367,NLP_bepler,hydrophobins
DT,0.949599083619702,0.949592040350076,0.949624930109647,0.949599083619702,0.2972531318664551,0.0089171409606933,0.9348015214354972,0.9346898599659336,0.9351052583869373,0.9346898599659336,NLP_bepler,hydrophobins
bagging,0.9587628865979382,0.9586093920681374,0.958936554397846,0.9587628865979382,0.4663724422454834,0.0220373153686523,0.955020771168824,0.9553108937158016,0.955130769429301,0.9553108937158016,NLP_bepler,hydrophobins
RF,0.9627720504009164,0.962437297292957,0.9637055668056836,0.9627720504009164,0.4706071853637695,0.0264481544494628,0.9628964822705116,0.963417192987745,0.9639395049112114,0.963417192987745,NLP_bepler,hydrophobins
Adaboost,0.9507445589919816,0.9502890025823268,0.9517167446031533,0.9507445589919816,1.542738437652588,0.0191832065582275,0.9430361346443112,0.9435296423026484,0.9438433443672368,0.9435296423026484,NLP_bepler,hydrophobins
GradientBoostingClassifier,0.9702176403207332,0.9701434759347508,0.970518726443519,0.9702176403207332,22.38833994865417,0.0125272274017333,0.9694290983585244,0.9695536696763692,0.969612847152772,0.9695536696763692,NLP_bepler,hydrophobins
SVC,0.8883161512027491,0.8878707652776296,0.8908833131148944,0.8883161512027491,3.946565818786621,0.3950742244720459,0.8792795189915064,0.8806697740521269,0.8848795273757913,0.8806697740521269,FFT_Group_4,hydrophobins
KNN,0.8556701030927835,0.8539641626687048,0.8634239640221937,0.8556701030927835,0.015229320526123,0.0644240379333496,0.8289516465398823,0.8310822854940503,0.8391319900029253,0.8310822854940503,FFT_Group_4,hydrophobins
GausianNB,0.6580756013745704,0.6386461934054212,0.6819460653656285,0.6580756013745704,0.0526454925537109,0.012973666191101,0.6578279423171484,0.6754221467456761,0.6929376860644696,0.6754221467456761,FFT_Group_4,hydrophobins
DT,0.7233676975945017,0.723663949249355,0.7244472351394234,0.7233676975945017,5.94171712398529,0.0124329805374145,0.7213160070447802,0.7213307558895794,0.7218612244265433,0.7213307558895794,FFT_Group_4,hydrophobins
bagging,0.806987399770905,0.8054245181872395,0.8114309045771211,0.806987399770905,11.518386006355286,0.1292082548141479,0.8108919489254383,0.8138916991858167,0.8188276843448561,0.8138916991858167,FFT_Group_4,hydrophobins
RF,0.8384879725085911,0.8361086472152744,0.8488412141784746,0.8384879725085911,2.69875853061676,0.0273718833923339,0.84204908764706,0.8460531387001975,0.85286626760983,0.8460531387001975,FFT_Group_4,hydrophobins
Adaboost,0.738831615120275,0.7370425704905619,0.7452142778781141,0.738831615120275,21.4637463092804,0.031847071647644,0.7434556415605874,0.7458875319169437,0.7484809881753617,0.7458875319169437,FFT_Group_4,hydrophobins
GradientBoostingClassifier,0.8459335624284078,0.8447341154042965,0.851106211465673,0.8459335624284078,314.4482074022293,0.0162722826004028,0.8550211750205895,0.8571000144529556,0.8610253935265859,0.8571000144529556,FFT_Group_4,hydrophobins
SVC,0.9398625429553265,0.9372334907469948,0.941765432893735,0.9398625429553265,0.7687452793121338,0.2977663040161132,0.9327085377185256,0.9354272621757284,0.9357633086136928,0.9354272621757284,NLP_fasttext,hydrophobins
KNN,0.9707903780068728,0.9707553619675914,0.970797873392381,0.9707903780068728,0.0105195045471191,0.4633531093597412,0.9638927310426648,0.9639061816975928,0.9640346405042972,0.9639061816975928,NLP_fasttext,hydrophobins
GausianNB,0.9163802978235968,0.9179766021522884,0.9239003554356237,0.9163802978235968,0.0198691844940185,0.0128816604614257,0.9094120586923514,0.9062106389713752,0.9195498740646424,0.9062106389713752,NLP_fasttext,hydrophobins
DT,0.9249713631156932,0.9249099853019536,0.9248661910967562,0.9249713631156932,0.9514660835266112,0.0127175331115722,0.9188633050183814,0.918731402903182,0.9191161757116338,0.918731402903182,NLP_fasttext,hydrophobins
bagging,0.9518900343642612,0.9518211368697505,0.952292494898046,0.9518900343642612,1.15251522064209,0.124931001663208,0.9595122227388287,0.9597316893022414,0.959673301248788,0.9597316893022414,NLP_fasttext,hydrophobins
RF,0.9707903780068728,0.970770864271848,0.970919057560658,0.9707903780068728,0.6037472248077392,0.0283923625946044,0.967750173081343,0.9678364812107144,0.9680554148197412,0.9678364812107144,NLP_fasttext,hydrophobins
Adaboost,0.936426116838488,0.9358051000826348,0.936861537870994,0.936426116838488,3.701175403594971,0.0360032558441162,0.9347483951717408,0.93518095898464,0.935513645478354,0.93518095898464,NLP_fasttext,hydrophobins
GradientBoostingClassifier,0.9730813287514318,0.9730647312744526,0.9731218688578408,0.9730813287514318,64.0053572177887,0.0191147327423095,0.9734520395083346,0.97348246182602,0.9735180053677756,0.97348246182602,NLP_fasttext,hydrophobins
SVC,0.8550973654066437,0.8535902365270506,0.8603682902163041,0.8550973654066437,6.109692072868347,0.9316384553909302,0.8398228676377218,0.8421291612468084,0.8480369983449956,0.8421291612468084,Property_Group_0,hydrophobins
KNN,0.7279495990836197,0.7408701251214572,0.7712470613598108,0.7279495990836197,0.0265013694763183,0.0992409467697143,0.7316900058287257,0.712992002697885,0.7749299405015676,0.712992002697885,Property_Group_0,hydrophobins
GausianNB,0.4163802978235968,0.260936982876122,0.7280529106294432,0.4163802978235968,0.0590651273727417,0.0151120424270629,0.241007031097265,0.3989696247049188,0.2680167923832983,0.3989696247049188,Property_Group_0,hydrophobins
DT,0.8138602520045819,0.8133853409160522,0.8134680681226304,0.8138602520045819,0.3177701234817505,0.0127687215805053,0.809404689391445,0.8092408585055644,0.810689622299865,0.8092408585055644,Property_Group_0,hydrophobins
bagging,0.8556701030927835,0.8554956157641904,0.8596857799484986,0.8556701030927835,0.8215677738189697,0.1202810525894165,0.8605793428619188,0.8610378426554897,0.8642872923157526,0.8610378426554897,Property_Group_0,hydrophobins
RF,0.8814432989690721,0.8811133443774813,0.884547627364653,0.8814432989690721,0.5577374458312988,0.0282644033432006,0.8814082029059058,0.8823926868044516,0.8859186935254753,0.8823926868044516,Property_Group_0,hydrophobins
Adaboost,0.7703321878579611,0.7695465709046029,0.7744992291350329,0.7703321878579611,2.2283838510513307,0.0347301006317138,0.7608844462394327,0.7616081321963676,0.7634766216775066,0.7616081321963676,Property_Group_0,hydrophobins
GradientBoostingClassifier,0.8843069873997709,0.8839476460980566,0.8862557590159869,0.8843069873997709,27.519957423210144,0.0171197175979614,0.8901406225940797,0.8904953750541986,0.8921739750096039,0.8904953750541986,Property_Group_0,hydrophobins
SVC,0.8241695303550973,0.7758629583830527,0.7362779942561646,0.8241695303550973,0.2266786336898803,0.0419519186019897,0.8026076596525421,0.8426277882160236,0.7690688911787114,0.8426277882160236,helical_encoder,hydrophobins
KNN,0.8894616265750286,0.8864943613897277,0.8890191782092667,0.8894616265750286,0.0065684556961059,0.0187453031539917,0.8927741279309768,0.8946776990894639,0.8938277953731241,0.8946776990894639,helical_encoder,hydrophobins
GausianNB,0.8310423825887744,0.8307755693769112,0.8310726235054328,0.8310423825887744,0.0044583797454833,0.0057755708694458,0.8346508508237374,0.8320674953027893,0.8397438462403304,0.8320674953027893,helical_encoder,hydrophobins
DT,0.861397479954181,0.8614110147494983,0.8616165521489065,0.861397479954181,0.0442492485046386,0.0064990520477294,0.8665340806049191,0.8661969456087103,0.8678852055458506,0.8661969456087103,helical_encoder,hydrophobins
bagging,0.9037800687285223,0.902934280229823,0.903476927244056,0.9037800687285223,0.0853652954101562,0.0116491794586181,0.9008275024328756,0.9020468998410174,0.9012744115634502,0.9020468998410174,helical_encoder,hydrophobins
RF,0.9198167239404352,0.9192684503945272,0.9199880856182884,0.9198167239404352,0.2847005128860473,0.0201073169708251,0.9137803218383074,0.9148064508358624,0.9143895950857232,0.9148064508358624,helical_encoder,hydrophobins
Adaboost,0.8424971363115693,0.8385929728863124,0.8379204455151859,0.8424971363115693,0.4222114324569702,0.0139317035675048,0.8451483013910523,0.8475387820976055,0.8446313485678567,0.8475387820976055,helical_encoder,hydrophobins
GradientBoostingClassifier,0.9020618556701032,0.9009118156887282,0.9013144665081226,0.9020618556701032,3.62246322631836,0.0088193655014038,0.8989282618521843,0.9003263959146313,0.9001133441336014,0.9003263959146313,helical_encoder,hydrophobins
SVC,0.8407789232531501,0.837190937883372,0.8488561773207457,0.8407789232531501,6.642504596710205,0.9919643402099608,0.8282893344352728,0.8327961651491063,0.8412102298285478,0.8327961651491063,Property_Group_3,hydrophobins
KNN,0.7800687285223368,0.7855045820255319,0.8024251105928252,0.7800687285223368,0.0206546783447265,0.0697720289230346,0.7851500594178914,0.7785349520643637,0.8089361034255707,0.7785349520643637,Property_Group_3,hydrophobins
GausianNB,0.4163802978235968,0.260936982876122,0.7280529106294432,0.4163802978235968,0.0597711563110351,0.014848518371582,0.2410492156763303,0.3989702269114034,0.2646922294538903,0.3989702269114034,Property_Group_3,hydrophobins
DT,0.8087056128293242,0.8083719618307993,0.8082972268869751,0.8087056128293242,0.3282557964324951,0.0129167318344116,0.8044527931149208,0.8045635207399913,0.8052089695732754,0.8045635207399913,Property_Group_3,hydrophobins
bagging,0.8602520045819015,0.8598764385054298,0.8639309973832258,0.8602520045819015,0.8078297138214111,0.1299778461456298,0.8657740364278693,0.8664426458544107,0.8695327207128158,0.8664426458544107,Property_Group_3,hydrophobins
RF,0.8745704467353952,0.87391189434316,0.8785228090765014,0.8745704467353952,0.5622914791107178,0.0288965225219726,0.8715592450814184,0.8733102086043262,0.8778618425559689,0.8733102086043262,Property_Group_3,hydrophobins
Adaboost,0.7474226804123711,0.7460260658979515,0.7513983777530632,0.7474226804123711,2.251396417617798,0.034515643119812,0.7445461277500447,0.7466186105891988,0.7487901121701241,0.7466186105891988,Property_Group_3,hydrophobins
GradientBoostingClassifier,0.870561282932417,0.8700269722213373,0.8725933592055072,0.870561282932417,27.85208523273468,0.0169538974761962,0.8681210906849545,0.8693790046731223,0.8709222145667548,0.8693790046731223,Property_Group_3,hydrophobins
SVC,0.8465063001145475,0.8450210506086493,0.8530292100690952,0.8465063001145475,6.761257743835449,0.976296091079712,0.8363349070202579,0.8389410801175506,0.8448420148320188,0.8389410801175506,Property_Group_4,hydrophobins
KNN,0.7680412371134021,0.7750833144460673,0.7919138190971571,0.7680412371134021,0.0209727764129638,0.0701475858688354,0.765071770722946,0.752746061569591,0.7943134804567525,0.752746061569591,Property_Group_4,hydrophobins
GausianNB,0.4163802978235968,0.260936982876122,0.7280529106294432,0.4163802978235968,0.0594249486923217,0.014967656135559,0.240617055808776,0.3989702269114034,0.1989820420195137,0.3989702269114034,Property_Group_4,hydrophobins
DT,0.8241695303550973,0.8240860181418763,0.8242374089032383,0.8241695303550973,0.3444187164306641,0.0129248142242431,0.8112912110827077,0.8109438984438985,0.812645235186847,0.8109438984438985,Property_Group_4,hydrophobins
bagging,0.8648339060710195,0.8647751063807038,0.8678063307044588,0.8648339060710195,0.8354482889175415,0.1267626762390136,0.8572023531671569,0.8575992436286555,0.8613880194574497,0.8575992436286555,Property_Group_4,hydrophobins
RF,0.8802978235967927,0.879856815291811,0.8838781211842769,0.8802978235967927,0.5806948661804199,0.0285844326019287,0.8731482937231403,0.8745363010068893,0.8792609865248032,0.8745363010068893,Property_Group_4,hydrophobins
Adaboost,0.7342497136311569,0.7334302274946184,0.7406267350926182,0.7342497136311569,2.2413851499557493,0.034922170639038,0.7619311330003431,0.7630648696825169,0.7645472220271279,0.7630648696825169,Property_Group_4,hydrophobins
GradientBoostingClassifier,0.8791523482245132,0.8784872958938851,0.8812105755697202,0.8791523482245132,27.088583636283875,0.0168534994125366,0.8837582765109568,0.8843534711181771,0.8865424632238735,0.8843534711181771,Property_Group_4,hydrophobins
SVC,0.8321878579610539,0.8284308440357563,0.8408872474088713,0.8321878579610539,6.746157836914063,1.0229979753494265,0.8291197673093087,0.8332887700534759,0.8415775584108933,0.8332887700534759,Property_Group_5,hydrophobins
KNN,0.7680412371134021,0.7763093775765595,0.815754494656501,0.7680412371134021,0.0211634159088134,0.0701765298843383,0.7690047914312546,0.754732138555668,0.8217309741892935,0.754732138555668,Property_Group_5,hydrophobins
GausianNB,0.4163802978235968,0.260936982876122,0.7280529106294432,0.4163802978235968,0.0607729434967041,0.0147522687911987,0.2409848304935503,0.3989696247049188,0.2769245806253688,0.3989696247049188,Property_Group_5,hydrophobins
DT,0.8184421534936999,0.8179611174586133,0.8184523371197693,0.8184421534936999,0.3401921033859253,0.0130387067794799,0.8062452654810983,0.8062786048080165,0.8069553121916689,0.8062786048080165,Property_Group_5,hydrophobins
bagging,0.870561282932417,0.8704200082392969,0.8735507034175458,0.870561282932417,0.8826497793197632,0.1292661905288696,0.8572924056080048,0.8580846220552104,0.8610168603182018,0.8580846220552104,Property_Group_5,hydrophobins
RF,0.8848797250859106,0.8841518648822136,0.8877415405893043,0.8848797250859106,0.5753340482711792,0.0289421081542968,0.873806242413934,0.8755191019896902,0.879308838019421,0.8755191019896902,Property_Group_5,hydrophobins
Adaboost,0.7537227949599083,0.7523175775003368,0.7557527096740724,0.7537227949599083,2.225020408630371,0.0349028587341308,0.7511145505816627,0.752279953750542,0.7525257260486302,0.752279953750542,Property_Group_5,hydrophobins
GradientBoostingClassifier,0.8865979381443299,0.885971846230209,0.8873302373544015,0.8865979381443299,26.947191214561464,0.0173391342163085,0.8840060143484589,0.8846009779833309,0.885747115190384,0.8846009779833309,Property_Group_5,hydrophobins
SVC,0.8539518900343642,0.8524141343883765,0.8602382888027704,0.8539518900343642,6.673839497566223,0.9713015794754029,0.8411195389161044,0.8433582646817943,0.8484264627854399,0.8433582646817943,Property_Group_6,hydrophobins
KNN,0.7743413516609393,0.7800032512080163,0.7939060163600185,0.7743413516609393,0.0200947523117065,0.0709217071533203,0.7641824780407982,0.7510261598496892,0.7939837561748782,0.7510261598496892,Property_Group_6,hydrophobins
GausianNB,0.4163802978235968,0.260936982876122,0.7280529106294432,0.4163802978235968,0.0610037565231323,0.0150146007537841,0.2402360010669841,0.3987245266657031,0.198577132978241,0.3987245266657031,Property_Group_6,hydrophobins
DT,0.8075601374570447,0.8072727236661276,0.807322527829428,0.8075601374570447,0.308722996711731,0.0130067825317382,0.8001739760346516,0.7996501180324709,0.8014834840111986,0.7996501180324709,Property_Group_6,hydrophobins
bagging,0.8556701030927835,0.8555389458142904,0.8603360771013414,0.8556701030927835,0.8443115472793579,0.1313144445419311,0.8579493351653493,0.8585748181336417,0.8619704856201464,0.8585748181336417,Property_Group_6,hydrophobins
RF,0.8768613974799542,0.8767150489010401,0.8809725912262133,0.8768613974799542,0.5558477640151978,0.0273700714111328,0.8757385887955159,0.8769902924314689,0.8814733373694873,0.8769902924314689,Property_Group_6,hydrophobins
Adaboost,0.7560137457044673,0.7544648535561281,0.765911538651806,0.7560137457044673,2.227601289749145,0.0344582796096801,0.7647687328058625,0.7660150792503734,0.7673058783912878,0.7660150792503734,Property_Group_6,hydrophobins
GradientBoostingClassifier,0.8699885452462772,0.8694962830584277,0.8726273784441657,0.8699885452462772,26.795530462265013,0.0166887283325195,0.8805203384179745,0.8811641855759504,0.8830319524167578,0.8811641855759504,Property_Group_6,hydrophobins
SVC,0.9879725085910652,0.9879567720723595,0.9880008753122832,0.9879725085910652,0.821279239654541,0.2126102924346923,0.9889294146370976,0.9889501213427592,0.9890054747363364,0.9889501213427592,NLP_protrans_bert,hydrophobins
KNN,0.9805269186712484,0.9804831122597356,0.9804799406121684,0.9805269186712484,0.0235187530517578,0.4345932006835937,0.9799393558808972,0.9798673520145912,0.98016770655088,0.9798673520145912,NLP_protrans_bert,hydrophobins
GausianNB,0.9163802978235968,0.9209522406101136,0.9315937975419936,0.9163802978235968,0.0376843452453613,0.0187323570251464,0.9196253408856816,0.912349828914246,0.9360388165235406,0.912349828914246,NLP_protrans_bert,hydrophobins
DT,0.9576174112256588,0.9578269370335613,0.9583779795439316,0.9576174112256588,1.8030471801757808,0.0173264026641845,0.9568872758337494,0.9567850951900032,0.9572207853982524,0.9567850951900032,NLP_protrans_bert,hydrophobins
bagging,0.9799541809851088,0.9799200404643292,0.98005023309286,0.9799541809851088,3.024106884002685,0.1406652927398681,0.9758278216486252,0.975937956919552,0.9759497381753286,0.975937956919552,NLP_protrans_bert,hydrophobins
RF,0.9833906071019471,0.9833673939464987,0.9834489219810292,0.9833906071019471,0.8334428310394287,0.0341812133789062,0.9849753535102692,0.9850216306658024,0.9852022943335704,0.9850216306658024,NLP_protrans_bert,hydrophobins
Adaboost,0.9438717067583048,0.9428145048508744,0.942967160273693,0.9438717067583048,9.501976013183594,0.0927195072174072,0.9421277602195844,0.9418094391100528,0.9439173933816531,0.9418094391100528,NLP_protrans_bert,hydrophobins
GradientBoostingClassifier,0.9868270332187858,0.9868101911670728,0.9868927481250052,0.9868270332187858,181.54504070281985,0.0235499858856201,0.9876703202277016,0.9877228260050346,0.987747336259155,0.9877228260050346,NLP_protrans_bert,hydrophobins
SVC,0.9925544100801832,0.992547241311416,0.9925846603100852,0.9925544100801832,1.918167734146118,0.7700661182403564,0.993856744959183,0.9938611115298231,0.9939121768473808,0.9938611115298231,NLP_prottrans_albert,hydrophobins
KNN,0.9873997709049256,0.9873827122503326,0.9873820165087804,0.9873997709049256,0.0849168300628662,0.7288233757019043,0.989465556182712,0.9894421247795482,0.9895847380096968,0.9894421247795482,NLP_prottrans_albert,hydrophobins
GausianNB,0.945589919816724,0.9478633839422866,0.9578933400860028,0.945589919816724,0.1843127727508545,0.0759229183197021,0.9396424100748711,0.9344456670837038,0.9569095176179122,0.9344456670837038,NLP_prottrans_albert,hydrophobins
DT,0.9713631156930126,0.97123677877815,0.9714340488819478,0.9713631156930126,5.543375444412232,0.0313927173614502,0.9724357743855458,0.9725011682066896,0.9724873476966538,0.9725011682066896,NLP_prottrans_albert,hydrophobins
bagging,0.9856815578465064,0.9856630917100356,0.985658005521105,0.9856815578465064,8.07749629020691,0.1883204936981201,0.9825262317397312,0.982567341463047,0.9826492645778926,0.982567341463047,NLP_prottrans_albert,hydrophobins
RF,0.990836197021764,0.990824370397794,0.9908715230445572,0.990836197021764,1.8817600727081296,0.0531937599182128,0.992133774514326,0.9921418127553098,0.992203816596542,0.9921418127553098,NLP_prottrans_albert,hydrophobins
Adaboost,0.9599083619702176,0.9594238346208652,0.9621223093995817,0.9599083619702176,48.7477650642395,0.2606924057006836,0.9556123841352648,0.9562936946986026,0.9579195000115563,0.9562936946986026,NLP_prottrans_albert,hydrophobins
GradientBoostingClassifier,0.9914089347079038,0.9913923300273678,0.9914051105819186,0.9914089347079038,741.7412890911103,0.0373261928558349,0.9911555963233812,0.9911605191359792,0.9912268508240504,0.9911605191359792,NLP_prottrans_albert,hydrophobins
